album title,song title,song id,year
Real Live,Girl of the North Country [Real Live],4833481,1984
N/A,Girl of the North Country [Real Live],4833481,N/A
N/A,Go 'Way Little Boy,1625181,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,God Knows,200683,2008
N/A,God Knows,200683,N/A
Under the Red Sky,God Knows,200683,1990
N/A,Going to New Orleans,1261043,N/A
N/A,"Going, Going, Gone",199557,N/A
Planet Waves,"Going, Going, Gone",199557,1974
N/A,"Going, Going, Gone [At Budokan]",4833117,N/A
Bob Dylan at Budokan,"Going, Going, Gone [At Budokan]",4833117,1979
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Golden Loom,200984,1991
N/A,Golden Loom,200984,N/A
N/A,Gonna Change My Way of Thinking,105223,N/A
Slow Train Coming,Gonna Change My Way of Thinking,105223,1979
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Gonna Change My Way of Thinking,105223,2017
N/A,Good Old Mountain Dew,5672431,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Good Old Mountain Dew,5672431,2019
Rough and Rowdy Ways,Goodbye Jimmy Reed,5662713,2020
N/A,Goodbye Jimmy Reed,5662713,N/A
N/A,Gospel Plow,117502,N/A
Bob Dylan,Gospel Plow,117502,1962
N/A,Got My Mind Made Up,200043,N/A
Knocked Out Loaded,Got My Mind Made Up,200043,1986
Slow Train Coming,Gotta Serve Somebody,105217,1979
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Gotta Serve Somebody,105217,2017
Biograph,Gotta Serve Somebody,105217,1985
The Essential Bob Dylan,Gotta Serve Somebody,105217,2000
N/A,Gotta Serve Somebody,105217,N/A
Self Portrait,Gotta Travel On,199438,1970
N/A,Gotta Travel On,199438,N/A
N/A,"Grammy Speech, 2015 from NYT",702077,N/A
N/A,Grand Coulee Dam,1659266,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Guess I'm Doing Fine,201828,2010
N/A,Guess I'm Doing Fine,201828,N/A
N/A,Guess Things Happen That Way,964441,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Guess Things Happen That Way,964441,2019
N/A,"Guns, the Falcon's Mouthbook & Gashcat Unpunished",473883,N/A
N/A,Gypsy Lou,201809,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Gypsy Lou,201809,2010
Down in the Groove,"Had a Dream About You, Baby",200610,1988
N/A,"Had a Dream About You, Baby",200610,N/A
N/A,Hallelujah,1716538,N/A
Live at the Gaslight 1962,Handsome Molly,940372,2005
N/A,Handsome Molly,940372,N/A
Under the Red Sky,Handy Dandy,200684,1990
N/A,Handy Dandy,200684,N/A
N/A,Hard Times,942687,N/A
Good as I Been to You,Hard Times,942687,1992
N/A,Hard Times in New York Town,4000417,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Hard Times in New York Town,4000417,2010
N/A,Hard Times in New York Town (Demo),200715,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Hard Times in New York Town (Demo),200715,1991
Christmas in the Heart,Hark the Herald Angels Sing,201697,2009
N/A,Hark the Herald Angels Sing,201697,N/A
N/A,Have Yourself a Merry Little Christmas,201717,N/A
Christmas in the Heart,Have Yourself a Merry Little Christmas,201717,2009
Planet Waves,Hazel,199563,1974
N/A,Hazel,199563,N/A
N/A,He Was a Friend of Mine,105385,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,He Was a Friend of Mine,105385,1991
N/A,He's Funny That Way,3627740,N/A
N/A,Heart of Mine,199935,N/A
Biograph,Heart of Mine,199935,1985
Shot of Love,Heart of Mine,199935,1981
Christmas in the Heart,Here Comes Santa Claus,201693,2009
N/A,Here Comes Santa Claus,201693,N/A
N/A,Here's That Rainy Day,3019242,N/A
Triplicate,Here's That Rainy Day,3019242,2017
N/A,Hero Blues,201805,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Hero Blues,201805,2010
N/A,Hiding Too Long,1557107,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,High Water (For Charley Patton),1296950,2008
N/A,High Water (For Charley Patton),1296950,N/A
Love and Theft,High Water (For Charley Patton),1296950,2001
N/A,Highlands,201129,N/A
Time Out of Mind,Highlands,201129,1997
Bob Dylan,Highway 51,117501,1962
N/A,Highway 51,117501,N/A
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Highway 61 Revisited,105381,2015
N/A,Highway 61 Revisited,105381,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Highway 61 Revisited,105381,2013
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Highway 61 Revisited,105381,2005
Highway 61 Revisited,Highway 61 Revisited,105381,1965
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Highway 61 Revisited (Take 3),6223039,2016
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Highway 61 Revisited (Take 7),6223108,2016
N/A,Highway 61 Revisited [Real Live],4833209,N/A
Real Live,Highway 61 Revisited [Real Live],4833209,1984
N/A,Hiram Hubbard,1620719,N/A
Love and Theft,Honest with Me,201454,2001
N/A,Honest with Me,201454,N/A
N/A,Honey Babe,949555,N/A
The Freewheelin' Bob Dylan,"Honey, Just Allow Me One More Chance",105196,1963
N/A,"Honey, Just Allow Me One More Chance",105196,N/A
N/A,"Honey, Just Allow Me One More Chance [Brandeis 1963]",4848805,N/A
Bob Dylan In Concert: Brandeis University 1963 ,"Honey, Just Allow Me One More Chance [Brandeis 1963]",4848805,2011
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,House Carpenter,200723,1991
N/A,House Carpenter,200723,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),House Carpenter,200723,2013
N/A,House of the Risin' Sun,117503,N/A
Bob Dylan,House of the Risin' Sun,117503,1962
N/A,House of the Rising Sun,1362545,N/A
N/A,How Deep Is the Ocean?,3019248,N/A
Triplicate,How Deep Is the Ocean?,3019248,2017
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Huck's Tune,201677,2008
N/A,Huck's Tune,201677,N/A
The Essential Bob Dylan,Hurricane,87402,2000
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",Hurricane,87402,2002
Desire,Hurricane,87402,1976
N/A,Hurricane,87402,N/A
N/A,"Hurricane (Live at Boston Music Hall, Boston, MA - November 21, 1975 - Evening)",5687039,N/A
The Rolling Thunder Revue: The 1975 Live Recordings (Sampler),"Hurricane (Live at Boston Music Hall, Boston, MA - November 21, 1975 - Evening)",5687039,2019
N/A,Hurricane (cut),919972,N/A
N/A,I Ain't Got No Home,1048202,N/A
John Wesley Harding,I Am a Lonesome Hobo,117560,1967
N/A,I Am a Lonesome Hobo,117560,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",I Am a Lonesome Hobo,117560,2019
N/A,I And I [Real Live],4833218,N/A
Real Live,I And I [Real Live],4833218,1984
Biograph,I Believe in You,105220,1985
The Bootleg Series Vol. 13: Trouble No More 1979-1981,I Believe in You,105220,2017
N/A,I Believe in You,105220,N/A
Slow Train Coming,I Believe in You,105220,1979
N/A,I Can't Come In with a Broken Heart,954723,N/A
N/A,I Can't Get You Off Of My Mind,867239,N/A
N/A,I Contain Multitudes,5470124,N/A
Rough and Rowdy Ways,I Contain Multitudes,5470124,2020
N/A,I Could Have Told You,2970972,N/A
Triplicate,I Could Have Told You,2970972,2017
N/A,I Couldn't Sleep a Wink Last Night,2973511,N/A
Triplicate,I Couldn't Sleep a Wink Last Night,2973511,2017
Biograph,I Don't Believe You (She Acts Like We Never Have Met),105388,1985
N/A,I Don't Believe You (She Acts Like We Never Have Met),105388,N/A
"The Bootleg Series Vol. 6: Bob Dylan Live 1964, Concert at Philharmonic Hall",I Don't Believe You (She Acts Like We Never Have Met),105388,2004
Another Side of Bob Dylan,I Don't Believe You (She Acts Like We Never Have Met),105388,1964
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",I Don't Believe You (She Acts Like We Never Have Met) [Live 1966],4838754,1998
N/A,I Don't Believe You (She Acts Like We Never Have Met) [Live 1966],4838754,N/A
N/A,I Don't Hurt Anymore,1185657,N/A
N/A,I Dreamed I Saw St. Augustine,117555,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",I Dreamed I Saw St. Augustine,117555,2019
John Wesley Harding,I Dreamed I Saw St. Augustine,117555,1967
N/A,I Feel a Change Comin' On,201713,N/A
Together Through Life,I Feel a Change Comin' On,201713,2009
N/A,I Forgot More Than You'll Ever Know,199443,N/A
Self Portrait,I Forgot More Than You'll Ever Know,199443,1970
N/A,I Forgot to Remember to Forget,1414857,N/A
Triplicate,I Guess I'll Have to Change My Plans,2975350,2017
N/A,I Guess I'll Have to Change My Plans,2975350,N/A
John Wesley Harding,I Pity the Poor Immigrant,117561,1967
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",I Pity the Poor Immigrant,117561,2019
N/A,I Pity the Poor Immigrant,117561,N/A
N/A,I Shall Be Free,105197,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",I Shall Be Free,105197,2010
The Freewheelin' Bob Dylan,I Shall Be Free,105197,1963
N/A,I Shall Be Free No. 10,117537,N/A
Another Side of Bob Dylan,I Shall Be Free No. 10,117537,1964
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",I Shall Be Released,199473,2002
Bob Dylan's Greatest Hits Vol. II ,I Shall Be Released,199473,1971
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,I Shall Be Released,199473,1991
Biograph,I Shall Be Released,199473,1985
The Essential Bob Dylan,I Shall Be Released,199473,2000
N/A,I Shall Be Released,199473,N/A
Bob Dylan at Budokan,I Shall Be Released [At Budokan],4833112,1979
N/A,I Shall Be Released [At Budokan],4833112,N/A
N/A,I Still Miss Someone,5672423,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",I Still Miss Someone,5672423,2019
N/A,I Threw It All Away,199316,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",I Threw It All Away,199316,2019
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),I Threw It All Away,199316,2013
Nashville Skyline,I Threw It All Away,199316,1969
N/A,I Threw It All Away [Hard Rain],4853953,N/A
Hard Rain,I Threw It All Away [Hard Rain],4853953,1976
N/A,I Walk the Line,5672447,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",I Walk the Line,5672447,2019
N/A,I Wanna Be Your Lover,200308,N/A
Biograph,I Wanna Be Your Lover,200308,1985
Biograph,I Want You,105717,1985
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,I Want You,105717,2015
Blonde on Blonde,I Want You,105717,1966
Bob Dylan's Greatest Hits,I Want You,105717,1967
N/A,I Want You,105717,N/A
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),I Want You (Take 4),6223107,2016
Bob Dylan at Budokan,I Want You [At Budokan],4833159,1979
N/A,I Want You [At Budokan],4833159,N/A
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,I Was Young When I Left Home,201630,2005
N/A,I Was Young When I Left Home,201630,N/A
N/A,I and I,199957,N/A
Infidels,I and I,199957,1983
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",I'd Hate to Be You on That Dreadful Day,201796,2010
N/A,I'd Hate to Be You on That Dreadful Day,201796,N/A
N/A,I'd Have You Anytime,1136630,N/A
N/A,I'll Be Home for Christmas,201698,N/A
Christmas in the Heart,I'll Be Home for Christmas,201698,2009
The Essential Bob Dylan,I'll Be Your Baby Tonight,117564,2000
Bob Dylan's Greatest Hits Vol. II ,I'll Be Your Baby Tonight,117564,1971
John Wesley Harding,I'll Be Your Baby Tonight,117564,1967
N/A,I'll Be Your Baby Tonight,117564,N/A
Biograph,I'll Be Your Baby Tonight,117564,1985
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),I'll Be Your Baby Tonight,117564,2013
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",I'll Keep It with Mine,200294,2010
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,I'll Keep It with Mine,200294,2015
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),I'll Keep It with Mine,200294,2016
N/A,I'll Keep It with Mine,200294,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,I'll Keep It with Mine,200294,1991
Biograph,I'll Keep It with Mine,200294,1985
Empire Burlesque,I'll Remember You,199973,1985
N/A,I'll Remember You,199973,N/A
N/A,I'm Alright,1034161,N/A
N/A,I'm Not There,1904569,N/A
N/A,I'm Your Teenage Prayer,1752007,N/A
Shadows in the Night,I'm a Fool to Want You,691953,2015
N/A,I'm a Fool to Want You,691953,N/A
N/A,I'm in the Mood,1326425,N/A
N/A,I've Made Up My Mind to Give Myself to You,5662711,N/A
Rough and Rowdy Ways,I've Made Up My Mind to Give Myself to You,5662711,2020
N/A,Idiot Wind,139196,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Idiot Wind,139196,1991
Blood on the Tracks,Idiot Wind,139196,1975
"The Bootleg Series Vol. 14: More Blood, More Tracks",Idiot Wind (9/16/74 Take 3 with Insert),4124377,2018
N/A,"Idiot Wind (9/19/74, Take 4, Remake)",3991900,N/A
"The Bootleg Series Vol. 14: More Blood, More Tracks","Idiot Wind (9/19/74, Take 4, Remake)",3991900,2018
N/A,Idiot Wind [Hard Rain],4853955,N/A
Hard Rain,Idiot Wind [Hard Rain],4853955,1976
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),If Dogs Run Free,199474,2013
New Morning,If Dogs Run Free,199474,1970
N/A,If Dogs Run Free,199474,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),If Not for You,199440,2013
The Essential Bob Dylan,If Not for You,199440,2000
Bob Dylan's Greatest Hits Vol. II ,If Not for You,199440,1971
N/A,If Not for You,199440,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,If Not for You,199440,1991
New Morning,If Not for You,199440,1970
Biograph,If Not for You,199440,1985
N/A,If You Ever Go to Houston,201705,N/A
Together Through Life,If You Ever Go to Houston,201705,2009
N/A,"If You Gotta Go, Go Now",200903,N/A
"The Bootleg Series Vol. 6: Bob Dylan Live 1964, Concert at Philharmonic Hall","If You Gotta Go, Go Now",200903,2004
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,"If You Gotta Go, Go Now",200903,1991
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,"If You Gotta Go, Go Now",200903,2015
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),"If You Gotta Go, Go Now (Take 2)",6223002,2016
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,"If You See Her, Say Hello",199622,1991
Blood on the Tracks,"If You See Her, Say Hello",199622,1975
N/A,"If You See Her, Say Hello",199622,N/A
"The Bootleg Series Vol. 14: More Blood, More Tracks","If You See Her, Say Hello (9/16/74 Take 2)",4124368,2018
N/A,"If You See Her, Say Hello (9/16/74, Take 1)",3991841,N/A
"The Bootleg Series Vol. 14: More Blood, More Tracks","If You See Her, Say Hello (9/16/74, Take 1)",3991841,2018
Triplicate,Imagination,3019246,2017
N/A,Imagination,3019246,N/A
Bob Dylan,In My Time of Dyin',117498,1962
N/A,In My Time of Dyin',117498,N/A
N/A,In Search of Little Sadie,1104922,N/A
Self Portrait,In Search of Little Sadie,1104922,1970
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),In Search of Little Sadie,1104922,2013
N/A,In the Evening,1758548,N/A
The Bootleg Series Vol. 13: Trouble No More 1979-1981,In the Garden,199921,2017
Saved,In the Garden,199921,1980
N/A,In the Garden,199921,N/A
N/A,In the Pines,1993301,N/A
N/A,In the Summertime,199941,N/A
Shot of Love,In the Summertime,199941,1981
Bob Dylan at Budokan,Is Your Love In Vain? [At Budokan],4833114,1979
N/A,Is Your Love In Vain? [At Budokan],4833114,N/A
Street-Legal,Is Your Love in Vain?,199732,1978
N/A,Is Your Love in Vain?,199732,N/A
Biograph,Isis,199685,1985
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",Isis,199685,2002
Desire,Isis,199685,1976
N/A,Isis,199685,N/A
The Essential Bob Dylan,It Ain't Me Babe,117541,2000
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",It Ain't Me Babe,117541,2002
Bob Dylan's Greatest Hits,It Ain't Me Babe,117541,1967
"The Bootleg Series Vol. 6: Bob Dylan Live 1964, Concert at Philharmonic Hall",It Ain't Me Babe,117541,2004
Another Side of Bob Dylan,It Ain't Me Babe,117541,1964
Biograph,It Ain't Me Babe,117541,1985
N/A,It Ain't Me Babe,117541,N/A
N/A,"It Ain't Me, Babe [Real Live]",4833273,N/A
Real Live,"It Ain't Me, Babe [Real Live]",4833273,1984
N/A,It Gets Lonely Early,3019255,N/A
Triplicate,It Gets Lonely Early,3019255,2017
N/A,It Had to Be You,2486643,N/A
Fallen Angels,It Had to Be You,2486643,2016
N/A,It Hurts Me Too,199462,N/A
Self Portrait,It Hurts Me Too,199462,1970
N/A,It Must Be Santa,2121881,N/A
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,"It Takes a Lot to Laugh, It Takes a Train to Cry",105319,2015
N/A,"It Takes a Lot to Laugh, It Takes a Train to Cry",105319,N/A
Highway 61 Revisited,"It Takes a Lot to Laugh, It Takes a Train to Cry",105319,1965
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,"It Takes a Lot to Laugh, It Takes a Train to Cry",105319,2005
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,"It Takes a Lot to Laugh, It Takes a Train to Cry",105319,1991
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue","It Takes a Lot to Laugh, It Takes a Train to Cry",105319,2002
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),"It Takes a Lot to Laugh, It Takes a Train to Cry (Take 8)",6223016,2016
Together Through Life,It's All Good,201714,2009
N/A,It's All Good,201714,N/A
The Essential Bob Dylan,"It's All Over Now, Baby Blue",75465,2000
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue","It's All Over Now, Baby Blue",75465,2002
Bob Dylan's Greatest Hits Vol. II ,"It's All Over Now, Baby Blue",75465,1971
N/A,"It's All Over Now, Baby Blue",75465,N/A
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,"It's All Over Now, Baby Blue",75465,2005
Bringing It All Back Home,"It's All Over Now, Baby Blue",75465,1965
Biograph,"It's All Over Now, Baby Blue",75465,1985
N/A,"It's All Over Now, Baby Blue [Live 1966]",4838732,N/A
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert","It's All Over Now, Baby Blue [Live 1966]",4838732,1998
N/A,It's Alright Ma (I'm Only Bleeding) [At Budokan],4833183,N/A
Bob Dylan at Budokan,It's Alright Ma (I'm Only Bleeding) [At Budokan],4833183,1979
N/A,It's Alright Mama,1951478,N/A
"The Bootleg Series Vol. 6: Bob Dylan Live 1964, Concert at Philharmonic Hall","It's Alright, Ma (I'm Only Bleeding)",75463,2004
Bringing It All Back Home,"It's Alright, Ma (I'm Only Bleeding)",75463,1965
N/A,"It's Alright, Ma (I'm Only Bleeding)",75463,N/A
N/A,"It's Alright, Ma (I'm Only Bleeding) (Dylan 30th Anniversary)",4821836,N/A
Triplicate,It's Funny to Everyone But Me,3030358,2017
N/A,It's Funny to Everyone But Me,3030358,N/A
N/A,Jack-A-Roe,1375823,N/A
World Gone Wrong,Jack-A-Roe,1375823,1993
N/A,James Alley Blues,978779,N/A
N/A,Jet Pilot,200300,N/A
Biograph,Jet Pilot,200300,1985
Good as I Been to You,Jim Jones,200842,1992
N/A,Jim Jones,200842,N/A
Desire,Joey,199669,1976
N/A,Joey,199669,N/A
N/A,John Brown,201226,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",John Brown,201226,2010
N/A,John Brown [Gaslight 1962],4848867,N/A
Live at the Gaslight 1962,John Brown [Gaslight 1962],4848867,2005
N/A,John Brown [MTV Unplugged],4847082,N/A
MTV Unplugged,John Brown [MTV Unplugged],4847082,1995
John Wesley Harding,John Wesley Harding,117552,1967
N/A,John Wesley Harding,117552,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",John Wesley Harding,117552,2019
N/A,Johnny Todd,1123308,N/A
Infidels,Jokerman,199944,1983
The Essential Bob Dylan,Jokerman,199944,2000
N/A,Jokerman,199944,N/A
Together Through Life,Jolene,201710,2009
N/A,Jolene,201710,N/A
N/A,Joshua Gone Barbados,961571,N/A
N/A,Julius and Ethel,5022002,N/A
N/A,Just Like A Woman [At Budokan],4833128,N/A
Bob Dylan at Budokan,Just Like A Woman [At Budokan],4833128,1979
Bob Dylan's Greatest Hits Vol. II ,Just Like Tom Thumb's Blues,84115,1971
N/A,Just Like Tom Thumb's Blues,84115,N/A
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Just Like Tom Thumb's Blues,84115,2015
Highway 61 Revisited,Just Like Tom Thumb's Blues,84115,1965
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Just Like Tom Thumb's Blues,84115,2005
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Just Like Tom Thumb's Blues (Take 3),6223038,2016
N/A,Just Like Tom Thumb's Blues [Live 1966],4838772,N/A
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",Just Like Tom Thumb's Blues [Live 1966],4838772,1998
Biograph,Just Like a Woman,105769,1985
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Just Like a Woman,105769,2015
Blonde on Blonde,Just Like a Woman,105769,1966
The Essential Bob Dylan,Just Like a Woman,105769,2000
N/A,Just Like a Woman,105769,N/A
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",Just Like a Woman,105769,2002
Bob Dylan's Greatest Hits,Just Like a Woman,105769,1967
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Just Like a Woman (Take 4),6223103,2016
N/A,Just Like a Woman [Live 1966],4838743,N/A
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",Just Like a Woman [Live 1966],4838743,1998
N/A,Just a Closer Walk with Thee,5672499,N/A
N/A,Keep Your Hands Off Her,1297549,N/A
N/A,Key To The Highway,1068279,N/A
Rough and Rowdy Ways,Key West (Philosopher Pirate),5662716,2020
N/A,Key West (Philosopher Pirate),5662716,N/A
N/A,Kindhearted Woman Blues,1655338,N/A
N/A,Kingsport Town,200772,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Kingsport Town,200772,1991
N/A,Knockin' On Heaven's Door (Dylan 30th Anniversary),4821896,N/A
Bob Dylan at Budokan,Knockin' On Heaven's Door [At Budokan],4833174,1979
N/A,Knockin' On Heaven's Door [At Budokan],4833174,N/A
Pat Garrett & Billy the Kid,Knockin' on Heaven's Door,199531,1973
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",Knockin' on Heaven's Door,199531,2002
Biograph,Knockin' on Heaven's Door,199531,1985
The Essential Bob Dylan,Knockin' on Heaven's Door,199531,2000
N/A,Knockin' on Heaven's Door,199531,N/A
N/A,Knockin' on Heaven's Door [MTV Unplugged],4847120,N/A
MTV Unplugged,Knockin' on Heaven's Door [MTV Unplugged],4847120,1995
N/A,Last Thoughts on Woody Guthrie,200869,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Last Thoughts on Woody Guthrie,200869,1991
N/A,Lay Down Your Weary Tune,182919,N/A
Biograph,Lay Down Your Weary Tune,182919,1985
Biograph,Lay Lady Lay,199319,1985
Nashville Skyline,Lay Lady Lay,199319,1969
The Essential Bob Dylan,Lay Lady Lay,199319,2000
Bob Dylan's Greatest Hits Vol. II ,Lay Lady Lay,199319,1971
N/A,Lay Lady Lay,199319,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Lay Lady Lay,199319,2019
N/A,"Lay, Lady, Lay [Hard Rain]",4853932,N/A
Hard Rain,"Lay, Lady, Lay [Hard Rain]",4853932,1976
N/A,Lenny Bruce,105389,N/A
Shot of Love,Lenny Bruce,105389,1981
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Leopard-Skin Pill Box Hat,105768,2015
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Leopard-Skin Pill Box Hat,105768,2005
Blonde on Blonde,Leopard-Skin Pill Box Hat,105768,1966
N/A,Leopard-Skin Pill Box Hat,105768,N/A
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Leopard-Skin Pill-Box Hat (Take 8),6223058,2016
N/A,Leopard-Skin Pill-Box Hat [Live 1966],4838774,N/A
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",Leopard-Skin Pill-Box Hat [Live 1966],4838774,1998
Self Portrait,Let It Be Me,199448,1970
N/A,Let It Be Me,199448,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Let Me Die in My Footsteps,117512,2010
N/A,Let Me Die in My Footsteps,117512,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Let Me Die in My Footsteps,117512,1991
N/A,Let's Keep It Between Us,1328493,N/A
N/A,Let's Stick Together,200602,N/A
Down in the Groove,Let's Stick Together,200602,1988
N/A,License To Kill [Real Live],4833222,N/A
Real Live,License To Kill [Real Live],4833222,1984
N/A,License to Kill,199954,N/A
Infidels,License to Kill,199954,1983
Together Through Life,Life Is Hard,201701,2009
N/A,Life Is Hard,201701,N/A
N/A,Like A Rolling Stone (Video),270866,N/A
Bob Dylan at Budokan,Like A Rolling Stone [At Budokan],4833105,1979
N/A,Like A Rolling Stone [At Budokan],4833105,N/A
Highway 61 Revisited,Like a Rolling Stone,54784,1965
Bob Dylan's Greatest Hits,Like a Rolling Stone,54784,1967
N/A,Like a Rolling Stone,54784,N/A
Biograph,Like a Rolling Stone,54784,1985
The Essential Bob Dylan,Like a Rolling Stone,54784,2000
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Like a Rolling Stone,54784,2015
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Like a Rolling Stone,54784,2005
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Like a Rolling Stone,54784,1991
N/A,Like a Rolling Stone (Live),930627,N/A
Self Portrait,Like a Rolling Stone (Live),930627,1970
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Like a Rolling Stone (Short Version),5672307,2015
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Like a Rolling Stone (Take 11),6223018,2016
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Like a Rolling Stone (Take 5),6223017,2016
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",Like a Rolling Stone [Live 1966],4838800,1998
N/A,Like a Rolling Stone [Live 1966],4838800,N/A
MTV Unplugged,Like a Rolling Stone [MTV Unplugged],4847124,1995
N/A,Like a Rolling Stone [MTV Unplugged],4847124,N/A
N/A,Lily of the West,199649,N/A
Dylan (1973),Lily of the West,199649,1973
N/A,"Lily, Rosemary and the Jack of Hearts",199621,N/A
Blood on the Tracks,"Lily, Rosemary and the Jack of Hearts",199621,1975
